Optimal - objective value -363.38000000
   2427 squad[1260,19]                            1                       0
   2428 squad[1260,20]                            1                       0
   2429 squad[1260,21]                            1                       0
   2430 squad[1260,22]                            1                       0
   2431 squad[1260,23]                            1                       0
   2432 squad[1260,24]                            1                   -4.17
   2433 squad[1260,25]                            1                       0
   2434 squad[1260,26]                            1                       0
   2435 squad[1260,27]                            1                       0
   2436 squad[1260,28]                            1                   -4.33
   2437 squad[1260,29]                            1                       0
   2438 squad[1260,30]                            1                       0
   2439 squad[1260,31]                            1                       0
   2440 squad[1260,32]                            1                       0
   2441 squad[1260,33]                            1                       0
   2442 squad[1260,34]                            1                       0
   2443 squad[1260,35]                            1                       0
   2444 squad[1260,36]                            1                   -4.95
   2445 squad[1260,37]                            1                       0
   2446 squad[1260,38]                            1                      -4
   2447 squad[1260,39]                            1                       0
   2448 squad[1260,40]                            1                       0
   2449 squad[1260,41]                            1                       0
   2450 squad[1260,42]                            1                       0
   2538 squad[469,1]                              1                       0
   2539 squad[469,2]                              1                       0
   2540 squad[469,3]                              1                       0
   2541 squad[469,4]                              1                   -4.78
   2542 squad[469,5]                              1                       0
   2543 squad[469,6]                              1                       0
   2544 squad[469,7]                              1                       0
   2545 squad[469,8]                              1                       0
   2546 squad[469,9]                              1                       0
   2547 squad[469,10]                             1                       0
   2548 squad[469,11]                             1                   -2.03
   2549 squad[469,12]                             1                       0
   2550 squad[469,13]                             1                       0
   2551 squad[469,14]                             1                       0
   2552 squad[469,15]                             1                       0
   2553 squad[469,16]                             1                       0
   2554 squad[469,17]                             1                       0
   2555 squad[469,18]                             1                       0
   2556 squad[469,19]                             1                       0
   2557 squad[469,20]                             1                   -3.88
   2558 squad[469,21]                             1                       0
   2559 squad[469,22]                             1                       0
   2560 squad[469,23]                             1                       0
   2561 squad[469,24]                             1                   -2.89
   2562 squad[469,25]                             1                       0
   2563 squad[469,26]                             1                       0
   2564 squad[469,27]                             1                       0
   2565 squad[469,28]                             1                       0
   2566 squad[469,29]                             1                       0
   2567 squad[469,30]                             1                       0
   2568 squad[469,31]                             1                    -4.7
   2569 squad[469,32]                             1                       0
   2570 squad[469,33]                             1                       0
   2571 squad[469,34]                             1                       0
   2572 squad[469,35]                             1                       0
   2573 squad[469,36]                             1                       0
   2574 squad[469,37]                             1                   -4.38
   2575 squad[469,38]                             1                       0
   2576 squad[469,39]                             1                    -5.1
   2577 squad[469,40]                             1                       0
   2578 squad[469,41]                             1                       0
   2579 squad[469,42]                             1                       0
   2796 squad[1359,1]                             1                       0
   2797 squad[1359,2]                             1                       0
   2798 squad[1359,3]                             1                       0
   2799 squad[1359,4]                             1                       0
   2800 squad[1359,5]                             1                       0
   2801 squad[1359,6]                             1                   -2.62
   2802 squad[1359,7]                             1                       0
   2803 squad[1359,8]                             1                       0
   2804 squad[1359,9]                             1                       0
   2805 squad[1359,10]                            1                       0
   2806 squad[1359,11]                            1                       0
   2807 squad[1359,12]                            1                       0
   2808 squad[1359,13]                            1                   -3.29
   2809 squad[1359,14]                            1                       0
   2810 squad[1359,15]                            1                   -4.34
   2811 squad[1359,16]                            1                       0
   2812 squad[1359,17]                            1                       0
   2813 squad[1359,18]                            1                       0
   2814 squad[1359,19]                            1                       0
   2815 squad[1359,20]                            1                       0
   2816 squad[1359,21]                            1                       0
   2817 squad[1359,22]                            1                       0
   2818 squad[1359,23]                            1                   -4.47
   2819 squad[1359,24]                            1                       0
   2820 squad[1359,25]                            1                       0
   2821 squad[1359,26]                            1                       0
   2822 squad[1359,27]                            1                       0
   2823 squad[1359,28]                            1                       0
   2824 squad[1359,29]                            1                       0
   2825 squad[1359,30]                            1                   -3.56
   2826 squad[1359,31]                            1                       0
   2827 squad[1359,32]                            1                       0
   2828 squad[1359,33]                            1                   -3.49
   2829 squad[1359,34]                            1                       0
   2830 squad[1359,35]                            1                       0
   2831 squad[1359,36]                            1                       0
   2832 squad[1359,37]                            1                       0
   2833 squad[1359,38]                            1                       0
   2834 squad[1359,39]                            1                       0
   2835 squad[1359,40]                            1                       0
   2836 squad[1359,41]                            1                       0
   2837 squad[1359,42]                            1                   -3.32
   3570 squad[895,1]                              1                       0
   3571 squad[895,2]                              1                       0
   3572 squad[895,3]                              1                       0
   3573 squad[895,4]                              1                       0
   3574 squad[895,5]                              1                   -4.51
   3575 squad[895,6]                              1                       0
   3576 squad[895,7]                              1                       0
   3577 squad[895,8]                              1                       0
   3578 squad[895,9]                              1                   -4.21
   3579 squad[895,10]                             1                       0
   3580 squad[895,11]                             1                       0
   3581 squad[895,12]                             1                       0
   3582 squad[895,13]                             1                       0
   3583 squad[895,14]                             1                       0
   3584 squad[895,15]                             1                       0
   3585 squad[895,16]                             1                       0
   3586 squad[895,17]                             1                    -4.1
   3587 squad[895,18]                             1                       0
   3588 squad[895,19]                             1                       0
   3589 squad[895,20]                             1                       0
   3590 squad[895,21]                             1                       0
   3591 squad[895,22]                             1                       0
   3592 squad[895,23]                             1                    -4.8
   3593 squad[895,24]                             1                       0
   3594 squad[895,25]                             1                       0
   3595 squad[895,26]                             1                       0
   3596 squad[895,27]                             1                       0
   3597 squad[895,28]                             1                       0
   3598 squad[895,29]                             1                       0
   3599 squad[895,30]                             1                       0
   3600 squad[895,31]                             1                   -3.13
   3601 squad[895,32]                             1                       0
   3602 squad[895,33]                             1                       0
   3603 squad[895,34]                             1                   -4.91
   3604 squad[895,35]                             1                       0
   3605 squad[895,36]                             1                       0
   3606 squad[895,37]                             1                       0
   3607 squad[895,38]                             1                       0
   3608 squad[895,39]                             1                       0
   3609 squad[895,40]                             1                       0
   3610 squad[895,41]                             1                   -4.38
   3611 squad[895,42]                             1                       0
   4129 squad[351,1]                              1                       0
   4130 squad[351,2]                              1                       0
   4131 squad[351,3]                              1                       0
   4132 squad[351,4]                              1                       0
   4133 squad[351,5]                              1                       0
   4134 squad[351,6]                              1                   -5.43
   4135 squad[351,7]                              1                       0
   4136 squad[351,8]                              1                       0
   4137 squad[351,9]                              1                   -7.15
   4138 squad[351,10]                             1                       0
   4139 squad[351,11]                             1                       0
   4140 squad[351,12]                             1                       0
   4141 squad[351,13]                             1                       0
   4142 squad[351,14]                             1                       0
   4143 squad[351,15]                             1                       0
   4144 squad[351,16]                             1                       0
   4145 squad[351,17]                             1                       0
   4146 squad[351,18]                             1                       0
   4147 squad[351,19]                             1                       0
   4148 squad[351,20]                             1                    -4.8
   4149 squad[351,21]                             1                       0
   4150 squad[351,22]                             1                       0
   4151 squad[351,23]                             1                       0
   4152 squad[351,24]                             1                       0
   4153 squad[351,25]                             1                   -5.72
   4154 squad[351,26]                             1                       0
   4155 squad[351,27]                             1                   -5.54
   4156 squad[351,28]                             1                       0
   4157 squad[351,29]                             1                       0
   4158 squad[351,30]                             1                       0
   4159 squad[351,31]                             1                       0
   4160 squad[351,32]                             1                       0
   4161 squad[351,33]                             1                       0
   4162 squad[351,34]                             1                       0
   4163 squad[351,35]                             1                       0
   4164 squad[351,36]                             1                   -6.24
   4165 squad[351,37]                             1                       0
   4166 squad[351,38]                             1                       0
   4167 squad[351,39]                             1                       0
   4168 squad[351,40]                             1                   -5.26
   4169 squad[351,41]                             1                       0
   4170 squad[351,42]                             1                       0
   4473 squad[373,1]                              1                   -4.09
   4474 squad[373,2]                              1                       0
   4475 squad[373,3]                              1                       0
   4476 squad[373,4]                              1                       0
   4477 squad[373,5]                              1                       0
   4478 squad[373,6]                              1                       0
   4479 squad[373,7]                              1                       0
   4480 squad[373,8]                              1                       0
   4481 squad[373,9]                              1                       0
   4482 squad[373,10]                             1                       0
   4483 squad[373,11]                             1                   -3.33
   4484 squad[373,12]                             1                       0
   4485 squad[373,13]                             1                       0
   4486 squad[373,14]                             1                       0
   4487 squad[373,15]                             1                       0
   4488 squad[373,16]                             1                       0
   4489 squad[373,17]                             1                       0
   4490 squad[373,18]                             1                       0
   4491 squad[373,19]                             1                   -4.02
   4492 squad[373,20]                             1                       0
   4493 squad[373,21]                             1                       0
   4494 squad[373,22]                             1                       0
   4495 squad[373,23]                             1                   -4.18
   4496 squad[373,24]                             1                       0
   4497 squad[373,25]                             1                       0
   4498 squad[373,26]                             1                       0
   4499 squad[373,27]                             1                       0
   4500 squad[373,28]                             1                   -4.11
   4501 squad[373,29]                             1                       0
   4502 squad[373,30]                             1                       0
   4503 squad[373,31]                             1                       0
   4504 squad[373,32]                             1                       0
   4505 squad[373,33]                             1                   -4.76
   4506 squad[373,34]                             1                       0
   4507 squad[373,35]                             1                       0
   4508 squad[373,36]                             1                       0
   4509 squad[373,37]                             1                       0
   4510 squad[373,38]                             1                       0
   4511 squad[373,39]                             1                   -4.59
   4512 squad[373,40]                             1                       0
   4513 squad[373,41]                             1                       0
   4514 squad[373,42]                             1                       0
   4516 squad[1280,1]                             1                    -7.1
   4517 squad[1280,2]                             1                       0
   4518 squad[1280,3]                             1                       0
   4519 squad[1280,4]                             1                       0
   4520 squad[1280,5]                             1                       0
   4521 squad[1280,6]                             1                       0
   4522 squad[1280,7]                             1                       0
   4523 squad[1280,8]                             1                       0
   4524 squad[1280,9]                             1                       0
   4525 squad[1280,10]                            1                       0
   4526 squad[1280,11]                            1                   -6.63
   4527 squad[1280,12]                            1                       0
   4528 squad[1280,13]                            1                       0
   4529 squad[1280,14]                            1                       0
   4530 squad[1280,15]                            1                       0
   4531 squad[1280,16]                            1                       0
   4532 squad[1280,17]                            1                       0
   4533 squad[1280,18]                            1                       0
   4534 squad[1280,19]                            1                   -7.33
   4535 squad[1280,20]                            1                       0
   4536 squad[1280,21]                            1                       0
   4537 squad[1280,22]                            1                       0
   4538 squad[1280,23]                            1                   -8.51
   4539 squad[1280,24]                            1                       0
   4540 squad[1280,25]                            1                       0
   4541 squad[1280,26]                            1                       0
   4542 squad[1280,27]                            1                       0
   4543 squad[1280,28]                            1                   -6.57
   4544 squad[1280,29]                            1                       0
   4545 squad[1280,30]                            1                       0
   4546 squad[1280,31]                            1                       0
   4547 squad[1280,32]                            1                       0
   4548 squad[1280,33]                            1                   -8.36
   4549 squad[1280,34]                            1                       0
   4550 squad[1280,35]                            1                       0
   4551 squad[1280,36]                            1                       0
   4552 squad[1280,37]                            1                       0
   4553 squad[1280,38]                            1                       0
   4554 squad[1280,39]                            1                    -7.4
   4555 squad[1280,40]                            1                       0
   4556 squad[1280,41]                            1                       0
   4557 squad[1280,42]                            1                       0
   5742 transfer_in[21,1]                         1                       0
   6036 transfer_in[70,1]                         1                       0
   6120 transfer_in[1406,1]                       1                       0
   6666 transfer_in[182,1]                        1                       0
   7254 transfer_in[1260,1]                       1                       0
   7380 transfer_in[469,1]                        1                       0
   7632 transfer_in[1359,1]                       1                       0
   8388 transfer_in[895,1]                        1                       0
   8934 transfer_in[351,1]                        1                       0
   9270 transfer_in[373,1]                        1                       0
   9312 transfer_in[1280,1]                       1                       0
